record_id,match_id,bout_cluster_id,clip_name,label,human_confidence,difficulty,event_label,contact,duplicate_key,canonical_record,bookkeeping_flag,analysis_inclusion,provenance_role
A0182,624-528,624-528,clip_010.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0183,624-528,624-528,clip_011.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0184,624-529,624-529,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0185,624-529,624-529,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0186,624-529,624-529,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0187,624-529,624-529,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0188,624-529,624-529,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0189,624-529,624-529,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0190,624-529,624-529,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0191,624-531,624-531,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0192,624-531,624-531,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0193,624-531,624-531,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0194,624-531,624-531,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0195,624-531,624-531,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0196,624-531,624-531,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0197,624-531,624-531,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,source_note_conflict_624-531,include_candidate_audit,human_candidate_validation_and_context_annotation
A0198,624-532,624-532,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0199,624-532,624-532,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0200,624-532,624-532,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0201,624-532,624-532,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0202,624-532,624-532,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0203,624-532,624-532,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0204,624-532,624-532,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0205,624-532,624-532,clip_008.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0206,624-532,624-532,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0207,624-532,624-532,clip_010.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0208,624-532,624-532,clip_011.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0209,624-532,624-532,clip_012.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0210,624-532,624-532,clip_013.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0211,624-533,624-533,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0212,624-533,624-533,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0213,624-533,624-533,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0214,624-533,624-533,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0215,624-533,624-533,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0216,624-533,624-533,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0217,624-534,624-534,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0218,624-534,624-534,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0219,624-534,624-534,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0220,624-534,624-534,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0221,624-534,624-534,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0222,624-534,624-534,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0223,624-534,624-534,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0224,624-535,624-535,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0225,624-535,624-535,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0226,624-535,624-535,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0227,624-535,624-535,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0228,624-535,624-535,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0229,624-535,624-535,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0230,624-535,624-535,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0231,624-535,624-535,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0232,624-536,624-536,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0233,624-536,624-536,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0234,624-536,624-536,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0235,624-536,624-536,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0236,624-536,624-536,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0237,624-536,624-536,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0238,624-536,624-536,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0239,624-536,624-536,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0240,624-536,624-536,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0241,624-536,624-536,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0242,624-536,624-536,clip_011.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0243,624-537,624-537,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0244,624-537,624-537,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0245,624-537,624-537,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0246,624-537,624-537,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0247,624-537,624-537,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0248,624-537,624-537,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0249,624-537,624-537,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0250,624-537,624-537,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0251,624-538,624-538,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0252,624-538,624-538,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0253,624-538,624-538,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0254,624-538,624-538,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0255,624-538,624-538,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0256,624-538,624-538,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0257,624-538,624-538,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0258,624-538,624-538,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0259,624-538,624-538,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0260,624-538,624-538,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0261,624-539,624-539,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0262,624-539,624-539,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0263,624-539,624-539,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0264,624-539,624-539,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0265,624-540,624-540,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0266,624-540,624-540,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0267,624-540,624-540,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0268,624-540,624-540,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0269,624-540,624-540,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0270,624-540,624-540,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0271,624-540,624-540,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0272,624-540,624-540,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0273,624-540,624-540,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0274,624-541,624-541,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0275,624-541,624-541,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0276,624-541,624-541,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0277,624-541,624-541,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0278,624-541,624-541,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0279,624-541,624-541,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0280,624-541,624-541,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0281,624-541,624-541,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0282,624-542,624-542,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0283,624-542,624-542,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0284,624-542,624-542,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0285,624-542,624-542,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0286,624-542,624-542,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0287,624-542,624-542,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0288,624-543,624-543,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0289,624-543,624-543,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0290,624-543,624-543,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0291,624-543,624-543,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0292,624-543,624-543,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0293,624-543,624-543,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0294,624-543,624-543,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0295,624-543,624-543,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0296,624-543,624-543,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0297,624-543,624-543,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0298,624-543,624-543,clip_011.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0299,624-543,624-543,clip_012.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0300,624-543,624-543,clip_013.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0301,624-543,624-543,clip_014.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0302,624-544,624-544,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0303,624-544,624-544,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0304,624-544,624-544,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0305,624-544,624-544,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0306,624-544,624-544,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0307,624-544,624-544,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0308,624-544,624-544,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0309,624-544,624-544,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0310,624-544,624-544,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0311,624-544,624-544,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0312,624-544,624-544,clip_011.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0313,624-545,624-545,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0314,624-545,624-545,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0315,624-545,624-545,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0316,624-545,624-545,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0317,624-545,624-545,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0318,624-545,624-545,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0319,624-545,624-545,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0320,624-545,624-545,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0321,624-545,624-545,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0322,624-546,624-546,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0323,624-546,624-546,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0324,624-546,624-546,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0325,624-546,624-546,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0326,624-546,624-546,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0327,624-546,624-546,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0328,624-546,624-546,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,source_note_conflict_624-546,include_candidate_audit,human_candidate_validation_and_context_annotation
A0329,624-547,624-547,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0330,624-547,624-547,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0331,624-547,624-547,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0332,624-547,624-547,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0333,624-547,624-547,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0334,624-547,624-547,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0335,624-547,624-547,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0336,624-548,624-548_549_linked,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0337,624-548,624-548_549_linked,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0338,624-548,624-548_549_linked,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0339,624-548,624-548_549_linked,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0340,624-548,624-548_549_linked,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0341,624-548,624-548_549_linked,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0342,624-548,624-548_549_linked,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0343,624-548,624-548_549_linked,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0344,624-549,624-548_549_linked,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,same_bout_reported_under_two_match_ids,include_candidate_audit,human_candidate_validation_and_context_annotation
A0345,624-550,624-550,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0346,624-550,624-550,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0347,624-550,624-550,clip_003.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0348,624-550,624-550,clip_004.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0349,624-550,624-550,clip_005.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0350,624-550,624-550,clip_006.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0351,624-550,624-550,clip_007.mov,True Positive,High,Hard,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0352,624-550,624-550,clip_008.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0353,624-550,624-550,clip_009.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0354,624-550,624-550,clip_010.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0355,624-550,624-550,clip_011.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0356,624-550,624-550,clip_012.mov,False Positive,Medium,Hard,uncertain,uncertain,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0357,624-551,624-551,clip_001.mov,True Positive,High,Easy,turning_head_kick,clear_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
A0358,624-551,624-551,clip_002.mov,True Positive,Medium,Medium,non_turning_head_kick,light_contact,false,true,,include_candidate_audit,human_candidate_validation_and_context_annotation
